Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,Dimensionhumanname
c9.342,9,342,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.1 Solid Matter/342 Lubrication
c9.343,9,343,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.1 Fluides In General/343 Fluidity
c9.344,9,344,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.1 Fluides In General/344 Gaseity
c9.345,9,345,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.1 Fluides In General/345 Liquefaction
c9.346,9,346,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.1 Fluides In General/346 Vaporization
c9.347,9,347,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/347 Water
c9.348,9,348,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/348 Air
c9.349,9,349,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/349 Moisture
c9.350,9,350,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/350 Dryness
c9.351,9,351,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/351 Ocean
c9.352,9,352,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/352 Land
c9.353,9,353,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/353 Gulf/lake
c9.354,9,354,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/354 Plain
c9.355,9,355,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.2 Specific Fluids/355 Marsh
c9.356,9,356,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/356 Island
c9.357,9,357,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/357 Stream
c9.358,9,358,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/358 River
c9.359,9,359,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/359 Wind
c9.360,9,360,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/360 Conduit
c9.361,9,361,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.2 Fluid Matter/3.2.2.3 Fluids In Motion/361 Airpipe
c9.362,9,362,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/362 Semiliquidity
c9.363,9,363,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/363 Bubble
c9.364,9,364,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/364 Pulpiness
c9.365,9,365,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/365 Unctuousness
c9.366,9,366,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/366 Oil
c9.367,9,367,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.2 Inorganic Matter/3.2.3 Imperfect Fluids/367 Resin
c9.368,9,368,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/368 Organization
c9.369,9,369,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/369 Inorganization
c9.370,9,370,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/370 Life
c9.371,9,371,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/371 Death
c9.372,9,372,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/372 Killing
c9.373,9,373,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/373 Corpse
c9.374,9,374,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.1 Vitality In General/374 Interment
c9.375,9,375,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/375 Animality
c9.376,9,376,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/376 Vegetability
c9.377,9,377,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/377 Animal
c9.378,9,378,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/378 Vegetable
c9.379,9,379,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/379 Zoology
c9.380,9,380,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/380 Botany
c9.381,9,381,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/381 Husbandry
c9.382,9,382,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/382 Agriculture
c9.383,9,383,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/383 Mankind
c9.384,9,384,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/384 Man
c9.385,9,385,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/385 Woman
c9.386,9,386,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.1 Vitality/3.3.1.2 Special Vitality/386 Sexuality
c9.387,9,387,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.1 Sensation In General/387 Sensibility
c9.388,9,388,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.1 Sensation In General/388 Insensibility
c9.389,9,389,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.1 Sensation In General/389 Pleasure
c9.390,9,390,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.1 Sensation In General/390 Pain
c9.391,9,391,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.3 Touch/391 Touch
c9.392,9,392,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.3 Touch/392 Of Touch
c9.393,9,393,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.3 Touch/393 Numbness
c9.394,9,394,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/394 Heat
c9.395,9,395,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/395 Cold
c9.396,9,396,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/396 Calefaction
c9.397,9,397,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/397 Refrigeration
c9.398,9,398,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/398 Furnace
c9.399,9,399,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/399 Refrigerator
c9.400,9,400,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/400 Fuel
c9.401,9,401,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/401 Extinction
c9.402,9,402,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.4 Heat/402 Thermometer
c9.403,9,403,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/403 Taste
c9.404,9,404,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/404 Insipidity
c9.405,9,405,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/405 Pungency
c9.406,9,406,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/406 Saltiness
c9.407,9,407,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/407 Bitterness
c9.408,9,408,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/408 Condiment
c9.409,9,409,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/409 Savoriness
c9.410,9,410,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/410 Unsavoriness
c9.411,9,411,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/411 Sweetness
c9.412,9,412,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.5 Taste/412 Sourness
c9.413,9,413,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.6 Odor/413 Odor
c9.414,9,414,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.6 Odor/414 Inodorousness
c9.415,9,415,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.6 Odor/415 Fragrance
c9.416,9,416,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.6 Odor/416 Fetor
c9.417,9,417,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.6 Odor/417 Acridity
c9.418,9,418,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.1 Sound In General/418 Sound
c9.419,9,419,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.1 Sound In General/419 Silence
c9.420,9,420,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.1 Sound In General/420 Loudness
c9.421,9,421,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.1 Sound In General/421 Faintness
c9.422,9,422,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/422 Snap
c9.423,9,423,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/423 Roll
c9.424,9,424,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/424 Resonance
c9.425,9,425,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/425 Nonresonance
c9.426,9,426,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/426 Sibilation
c9.427,9,427,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/427 Stridor
c9.428,9,428,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/428 Cry
c9.429,9,429,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.2 Specific Sounds/429 Ululation
c9.430,9,430,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.3 Musical Sounds/430 Melody/concord
c9.431,9,431,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.3 Musical Sounds/431 Discord
c9.432,9,432,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.3 Musical Sounds/432 Music
c9.433,9,433,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.3 Musical Sounds/433 Musician
c9.434,9,434,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.3 Musical Sounds/434 Instruments
c9.435,9,435,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.4 Perception Of Sound/435 Hearing
c9.436,9,436,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.7 Sound/3.3.2.7.4 Perception Of Sound/436 Deafness
c9.437,9,437,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/437 Light
c9.438,9,438,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/438 Darkness
c9.439,9,439,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/439 Dimness
c9.440,9,440,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/440 Luminary
c9.441,9,441,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/441 Shade
c9.442,9,442,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/442 Transparency
c9.443,9,443,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/443 Opacity
c9.444,9,444,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/444 Turbidity
c9.445,9,445,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.1 Light In General/445 Semitransparency
c9.446,9,446,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/446 Color
c9.447,9,447,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/447 Achromatism
c9.448,9,448,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/448 Whiteness
c9.449,9,449,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/449 Blackness
c9.450,9,450,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/450 Gray
c9.451,9,451,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/451 Brown
c9.452,9,452,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/452 Redness
c9.453,9,453,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/453 Greenness
c9.454,9,454,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/454 Yellowness
c9.455,9,455,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/455 Purple
c9.456,9,456,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/456 Blueness
c9.457,9,457,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/457 Orange
c9.458,9,458,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.2 Specific Light/458 Variegation
c9.459,9,459,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/459 Vision
c9.460,9,460,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/460 Blindness
c9.461,9,461,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/461 Dimsightedness
c9.462,9,462,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/462 Spectator
c9.463,9,463,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/463 Instruments
c9.464,9,464,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/464 Visibility
c9.465,9,465,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/465 Invisibility
c9.466,9,466,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/466 Appearance
c9.467,9,467,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iii - Related To Matter/3.3 Organic Matter/3.3.2 Sensation/3.3.2.8 Light/3.3.2.8.3 Perceptions Of Light/467 Disappearance
c9.468,9,468,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/468 Intellect
c9.469,9,469,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/469 Non-intellect
c9.470,9,470,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/470 Thought
c9.471,9,471,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/471 Incogitancy
c9.472,9,472,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/472 Idea
c9.473,9,473,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.1 Operations Of Intellect In General/473 Topic
c9.474,9,474,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/474 Curiosity
c9.475,9,475,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/475 Incuriosity
c9.476,9,476,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/476 Attention
c9.477,9,477,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/477 Inattention
c9.478,9,478,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/478 Care
c9.479,9,479,WORDCOUNT,eng,Roget's Thesaurus 1911 Edition,Class Iv - Intellectual Faculties/4.1 Formation Of Ideas/4.1.2 Precursory Conditions And Operations/479 Neglect
