GKGRECORDID,V2_1DATE,V2SOURCECOLLECTIONIDENTIFIER,V2SOURCECOMMONNAME,V2DOCUMENTIDENTIFIER,V1COUNTS,V2_1COUNTS,V1THEMES,V2ENHANCEDTHEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V1PERSONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1_5TONE,V2_1ENHANCEDDATES,V2GCAM,V2_1SHARINGIMAGE,V2_1RELATEDIMAGES,V2_1SOCIALIMAGEEMBEDS,V2_1SOCIALVIDEOEMBEDS,V2_1QUOTATIONS,V2_1ALLNAMES,V2_1AMOUNTS,V2_1TRANSLATIONINFO,V2EXTRASXML
20170417121500-1448	20170417121500	1	cbslocal.com	http://sacramento.cbslocal.com/2017/04/17/search-widens-for-facebook-murder-suspect/	KILL#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;CRISISLEX_T03_DEAD#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;KILL#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;CRISISLEX_T03_DEAD#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;	KILL#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2080;CRISISLEX_T03_DEAD#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2080;KILL#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2147;CRISISLEX_T03_DEAD#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2147;	SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_MAN;KILL;CRISISLEX_T03_DEAD;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;MEDIA_SOCIAL;SOC_GENERALCRIME;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_WOMAN;TAX_WEAPONS;TAX_WEAPONS_GUN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_SPOKESPERSON;UNGP_FORESTS_RIVERS_OCEANS;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_1014_CRIMINAL_JUSTICE;WB_2082_LAW_ENFORCEMENT;TAX_DISEASE;TAX_DISEASE_EMERGENCIES;TAX_FNCACT_VICTIM;TAX_FNCACT_FATHER;TAX_FNCACT_WORKER;TAX_FNCACT_CHIEF;TAX_FNCACT_POLICE_CHIEF;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TAX_FNCACT_MANAGER;GENERAL_HEALTH;MEDICAL;TAX_WORLDFISH;TAX_WORLDFISH_PIKE;TAX_FNCACT_SPOKESWOMAN;ARREST;WOUND;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_FNCACT_EMPLOYEE;CRISISLEX_T11_UPDATESSYMPATHY;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;	TAX_FNCACT_WOMAN,756;TAX_FNCACT_POLICE_CHIEF,2273;TAX_FNCACT_WORKER,1829;WOUND,2851;CRISISLEX_C03_WELLBEING_HEALTH,2851;CRISISLEX_T02_INJURED,2851;TAX_DISEASE_EMERGENCIES,1497;KILL,162;KILL,2112;KILL,2156;CRISISLEX_T03_DEAD
20170417121500-1449	20170417121500	1	tucson.com	http://tucson.com/news/national/search-widens-for-facebook-murder-suspect/article_1eb1ea52-7c6d-59bf-89f4-8ae0d3e9a468.html	KILL#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;CRISISLEX_T03_DEAD#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;KILL#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;CRISISLEX_T03_DEAD#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711;	KILL#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2080;CRISISLEX_T03_DEAD#12##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2080;KILL#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2147;CRISISLEX_T03_DEAD#13##3#Beech Brook,Indiana,United States#US#USIN#39.5523#-85.7978#430711#2147;	SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_MAN;KILL;CRISISLEX_T03_DEAD;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;MEDIA_SOCIAL;SOC_GENERALCRIME;CRISISLEX_CRISISLEXREC;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_WOMAN;TAX_WEAPONS;TAX_WEAPONS_GUN;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_SPOKESPERSON;UNGP_FORESTS_RIVERS_OCEANS;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_1014_CRIMINAL_JUSTICE;WB_2082_LAW_ENFORCEMENT;TAX_DISEASE;TAX_DISEASE_EMERGENCIES;TAX_FNCACT_VICTIM;TAX_FNCACT_FATHER;TAX_FNCACT_WORKER;TAX_FNCACT_CHIEF;TAX_FNCACT_POLICE_CHIEF;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TAX_FNCACT_MANAGER;GENERAL_HEALTH;MEDICAL;TAX_WORLDFISH;TAX_WORLDFISH_PIKE;TAX_FNCACT_SPOKESWOMAN;ARREST;WOUND;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;TAX_FNCACT_EMPLOYEE;CRISISLEX_T11_UPDATESSYMPATHY;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;EPU_CATS_REGULATION;	TAX_FNCACT_WOMAN,756;EPU_CATS_REGULATION,3543;TAX_FNCACT_POLICE_CHIEF,2273;TAX_FNCACT_WORKER,1829;WOUND,2851;CRISISLEX_C03_WELLBEING_HEALTH,2851;CRISISLEX_T02_INJURED,2851;TAX_DISEASE_EMERGENCIES,1497;KILL,162;KILL,2112;KILL
20170417121500-1450	20170417121500	1	tickerreport.com	https://www.tickerreport.com/banking-finance/2476389/hovde-group-initiates-coverage-on-peapack-gladstone-financial-corp-pgc.html			TAX_FNCACT;TAX_FNCACT_ANALYSTS;ECON_STOCKMARKET;TAX_ECON_PRICE;TAX_FNCACT_ANALYST;CRISISLEX_C07_SAFETY;EPU_CATS_REGULATION;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1042_TRADEMARKS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;LEGISLATION;TAX_FNCACT_PRINCIPAL;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_1234_BANKING_INSTITUTIONS;WB_1236_COMMERCIAL_BANKING;	WB_845_LEGAL_AND_REGULATORY_FRAMEWORK,1316;WB_696_PUBLIC_SECTOR_MANAGEMENT,1316;WB_851_INTELLECTUAL_PROPERTY_RIGHTS,1316;WB_1042_TRADEMARKS,1316;WB_1039_PROPERTY_LAWS_AND_REGULATIONS,1316;CRISISLEX_C07_SAFETY,1250;TAX_FNCACT_ANALYST,533;TAX_ECON_PRICE,231;TAX_ECON_PRICE,305;TAX_FNCACT_PRINCIPAL,1471;EPU_CATS_REGULATION,1306;LEGISLATION,1321;WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,1562;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT,1562;WB_1234_BANKING_INSTITUTIONS,1562;WB_1236_COMMERCIAL_BANKING,1562;ECON_STOCKMARKET,106;ECON_STOCKMARKET,838;TAX_FNCACT_ANALYSTS,20;	3#Middlesex,New Jersey,United States#US#USNJ#40.5726#-74.4927#878315;2#New Jersey,United States#US#USNJ#40.314#-74.5089#NJ;3#Bedminster,New Jersey,United States#US#USNJ#40.6807#-74.6454#874631	3#Middlesex,New Jersey,United States#US#USNJ#NJ023#40.5726#-74.4927#878315#1853;3#Bedminster
20170417121500-1451	20170417121500	1	nccbmwcca.org	http://forum.nccbmwcca.org/content.php?127-der-Bayerische&s=3ff53d0a6d84f529d46751ec19fc076e			EPU_CATS_REGULATION;	EPU_CATS_REGULATION,96;EPU_CATS_REGULATION,156;	1#United States#US#US#38#-97#US	1#America#US#US##38#-97#US#213;1#America#US#US##38#-97#US#314	bayerische motoren werke	Bayerische Motoren Werke,288	bmw;car club of america inc;america inc;bulletin solutions inc;national capital chapter	Bmw,193;Bmw,297;National Capital Chapter,187	-1.19047619047619,0,1.19047619047619,1.19047619047619,14.2857142857143,0,71		wc:71,c12.1:2,c12.10:2,c12.14:2,c12.3:1,c12.5:1,c12.7:1,c12.9:2,c13.1:1,c13.7:1,c14.1:1,c14.11:4,c14.2:3,c14.3:1,c14.5:1
20170417121500-1452	20170417121500	1	localsyr.com	http://www.localsyr.com/news/local-news/what-new-yorkers-dont-like-about-the-new-free-tuition-scholarship_/693055650			WB_1606_SCHOLARSHIPS;WB_1608_CASH_TRANSFERS;WB_1466_SOCIAL_ASSISTANCE;WB_1603_FEE_WAIVERS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT;TAX_FNCACT_STUDENTS;LEADER;TAX_FNCACT_GOVERNOR;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_FNCACT_BACHELOR;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;SLFID_ECONOMIC_DEVELOPMENT;SOC_POINTSOFINTEREST_UNIVERSITY;WB_1675_GRADUATION;WB_855_LABOR_MARKETS;WB_1673_PASSIVE_LABOR_MARKETS_POLICIES;USPEC_POLICY1;EPU_UNCERTAINTY;EPU_CATS_MIGRATION_FEAR_FEAR;LEGISLATION;USPEC_POLITICS_GENERAL1;EPU_POLICY;EPU_POLICY_LEGISLATION;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT_SPOKESWOMAN;EPU_POLICY_LAW;WB_470_EDUCATION;WB_482_TERTIARY_EDUCATION;WB_478_LEVELS_OF_EDUCATION;ECON_INTEREST_RATES;EPU_POLICY_INTEREST_RATE;TAX_FNCACT_ASSEMBLYMAN;USPEC_UNCERTAINTY1;BORDER;TAX_FNCACT_ECONOMISTS;TAX_FNCACT_WORKER;TAX_FNCACT_ASSISTANT;TAX_FNCACT_PROFESSOR;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;ARMEDCONFLICT;WB_2845_HUMAN_CAPITAL_FLIGHT;WB_2670_JOBS;WB_2769_JOBS_STRATEGIES;WB_2844_EMIGRATION;WB_2836_MIGRATION_POLICIES_AND_JOBS;TAX_FNCACT_WORKERS;TAX_ECON_PRICE;	TAX_FNCACT_ASSISTANT,3319;SLFID_ECONOMIC_DEVELOPMENT,1061;TAX_FNCACT_PROFESSOR,3329;EDUCATION,465;EDUCATION,3178;SOC_POINTSOFINTEREST_COLLEGE,465;SOC_POINTSOFINTEREST_COLLEGE,3178;SOC_POINTSOFINTEREST_SCHOOL,1745;TAX_FNCACT_BACHELOR,545;TAX_FNCACT_BACHELOR,720;TAX_FNCACT_BACHELOR,1790;TAX_FNCACT_BACHELOR,3948;TAX_FNCACT_ECONOMISTS,2988;BORDER,2751;LEADER,187;LEADER,1086;LEADER,1272;LEADER,1532;LEADER,2077;LEADER,2557;TAX_FNCACT_GOVERNOR,187;TAX_FNCACT_GOVERNOR,1086;TAX_FNCACT_GOVERNOR,1272;TAX_FNCACT_GOVERNOR,1532;TAX_FNCACT_GOVERNOR,2077;TAX_FNCACT_GOVERNOR,2557;TAX_FNCACT_STUDENTS
20170417121500-1453	20170417121500	1	dnaindia.com	http://www.dnaindia.com/money/report-services-need-to-gear-up-for-industrial-revolution-40-2405257					4#Jewar,India (General),India#IN#IN00#28.1333#77.55#-2098493;4#Guwahati,Assam,India#IN#IN03#26.1833#91.7333#-2096059;1#India#IN#IN#20#77#IN	4#Jewar,India (General),India#IN#IN00#70265#28.1333#77.55#-2098493#3387;1#India#IN#IN##20#77#IN#61;1#India#IN#IN##20#77#IN#260;1#India#IN#IN##20#77#IN#527;1#India#IN#IN##20#77#IN#1182;1#India#IN#IN##20#77#IN#1366;1#India#IN#IN##20#77#IN#1413;1#India#IN#IN##20#77#IN#1635;1#India#IN#IN##20#77#IN#1993;1#India#IN#IN##20#77#IN#3394;1#India#IN#IN##20#77#IN#3628;4#Guwahati,Assam,India#IN#IN03#17583#26.1833#91.7333#-2096059#3621	nirmala sitharaman;rita teaotia;chandra mohan patowary;uttar pradesh satyadev pachauri;rajpal singh shekhawat	Nirmala Sitharaman,242;Nirmala Sitharaman,441;Rita Teaotia,2134;Chandra Mohan Patowary,3546;Uttar Pradesh Satyadev Pachauri,3263;Rajpal Singh Shekhawat,3106	global exhibition on services	Global Exhibition On Services,1239	2.54372019077901,3.17965023847377,0.635930047694754,3.81558028616852,20.9856915739269,0.317965023847377,576	1#0#0#2014#1290;4#4#1#0#1643;1#0#0#2014#1954	wc:576,c1.2:6,c12.1:15,c12.10:60,c12.12:6,c12.13:29
20170417121500-1454	20170417121500	1	kmjnow.com	http://www.kmjnow.com/news/hill-spending-bill-unlikely-to-fulfill-trump-promises/			EPU_POLICY;EPU_POLICY_SPENDING;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;EPU_POLICY_CONGRESSIONAL;GENERAL_GOVERNMENT;BORDER;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_DEMOCRATS;	GENERAL_GOVERNMENT,274;GENERAL_GOVERNMENT,469;GENERAL_GOVERNMENT,612;GENERAL_GOVERNMENT,923;GENERAL_GOVERNMENT,1343;GENERAL_GOVERNMENT,1470;GENERAL_GOVERNMENT,3548;GENERAL_GOVERNMENT,3808;GENERAL_GOVERNMENT,4381;GENERAL_GOVERNMENT,4662;GENERAL_GOVERNMENT,4885;EPU_POLICY_CONGRESSIONAL,179;LEADER,98;LEADER,247;LEADER,4172;LEADER,4916;LEADER,5791;LEADER,5928;TAX_FNCACT_PRESIDENT,98;TAX_FNCACT_PRESIDENT,247;TAX_FNCACT_PRESIDENT,4172;TAX_FNCACT_PRESIDENT,4916;TAX_FNCACT_PRESIDENT,5791;TAX_FNCACT_PRESIDENT,5928;USPEC_POLITICS_GENERAL1,98;USPEC_POLITICS_GENERAL1,247;USPEC_POLITICS_GENERAL1
20170417121500-1455	20170417121500	1	chicagotribune.com	http://www.chicagotribune.com/news/nationworld/ct-prince-harry-princess-diana-20170417-story.html			ROAD_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_CAR_CRASH;	ROAD_INCIDENT,356;MANMADE_DISASTER_CAR_CRASH,356;	4#Cambridge,Cambridgeshire,United Kingdom#UK#UKC3#52.2#0.116667#-2591658	4#Cambridge,Cambridgeshire,United Kingdom#UK#UKC3#40098#52.2#0.116667#-2591658#1858	bryony gordon;las vegas;prince harry	Bryony Gordon,2304;Las Vegas,1266;Prince Harry,13			-5.52147239263804,2.86298568507157,8.38445807770961,11.2474437627812,24.5398773006135,0,451	1#0#0#1997#342	wc:451,c12.1:49,c12.10:52,c12.12:30,c12.13:14,c12.14:14,c12.3:27,c12.4:12,c12.5:12,c12.7:54,c12.8:23,c12.9:25
20170417121500-1456	20170417121500	1	660news.com	http://www.660news.com/2017/04/17/saving-lives-1-day-at-a-time-on-the-deadly-mediterranean/			TAX_ETHNICITY;TAX_ETHNICITY_ITALIAN;TAX_FNCACT;TAX_FNCACT_OFFICIALS;SMUGGLING;MANMADE_DISASTER_IMPLIED;CRISISLEX_CRISISLEXREC;MARITIME_INCIDENT;MARITIME;	CRISISLEX_CRISISLEXREC,1056;MANMADE_DISASTER_IMPLIED,190;MANMADE_DISASTER_IMPLIED,493;SMUGGLING,185;SMUGGLING,2188;SMUGGLING,2548;SMUGGLING,3843;TAX_ETHNICITY_ITALIAN,68;TAX_ETHNICITY_ITALIAN,2011;TAX_ETHNICITY_ITALIAN,3390;TAX_ETHNICITY_ITALIAN,3523;TAX_FNCACT_OFFICIALS,85;MARITIME_INCIDENT,1239;MARITIME,1239;	1#Niger#NG#NG#16#8#NG;1#Eritrea#ER#ER#15#39#ER;4#Lampedusa,Italy (General),Italy#IT#IT00#35.5#12.6#-119645;1#Turkey#TU#TU#39#35#TU;4#Prince George,British Columbia,Canada#CA#CA02#53.9167#-122.767#-571732;1#Pakistan#PK#PK#30#70#PK;1#Gambia#GA#GA#13.4667#-16.5667#GA;1#Ethiopia#ET#ET#8#38#ET;1#Bangladesh#BG#BG#24#90#BG;1#Sudan#SU#SU#15#30#SU;1#Mali#ML#ML#17#-4#ML;4#Rome,Lazio,Italy#IT#IT07#41.9#12.4833#-126693;4#Calgary,Alberta,Canada#CA#CA01#51.0833#-114.083#-561990;1#Guinea#GV#GV#11#-10#GV;1#Equatorial Guinea#EK#EK#2#10#EK;3#Houston,Texas,United States#US#USTX#29.7633#-95.3633#1380948;4#Mediterranean Sea,Oceans (General),Oceans#OS#OS00#35#20#-121459;1#Libya#LY#LY#25#17#LY;1#Spain#SP#SP#40#-4#SP;1#Switzerland#SZ#SZ#47#8#SZ;1#Greece#GR#GR#39#22#GR;1#Italy#IT#IT#42.8333#12.8333#IT	4#Mediterranean Sea
20170417121500-1457	20170417121500	1	cranbrooktownsman.com	http://www.cranbrooktownsman.com/national/419592243.html			TAX_ETHNICITY;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;TAX_FNCACT;TAX_FNCACT_CANDIDATE;EXTREMISM;TAX_FNCACT_LEADER;CRISISLEX_C07_SAFETY;MARITIME;CRISISLEX_CRISISLEXREC;UNGP_FORESTS_RIVERS_OCEANS;EPU_UNCERTAINTY;	CRISISLEX_CRISISLEXREC,487;CRISISLEX_C07_SAFETY,140;TAX_FNCACT_CANDIDATE,58;TAX_FNCACT_CANDIDATE,265;TAX_ETHNICITY_FRENCH,39;TAX_WORLDLANGUAGES_FRENCH,39;EPU_UNCERTAINTY,639;TAX_FNCACT_LEADER,92;UNGP_FORESTS_RIVERS_OCEANS,569;EXTREMISM,85;MARITIME,341;	4#Paris,France (General),France#FR#FR00#48.8667#2.33333#-1456928;1#France#FR#FR#46#2#FR	1#French#FR#FR##46#2#FR#39;4#Paris,France (General),France#FR#FR00#16282#48.8667#2.33333#-1456928#6;4#Paris,France (General),France#FR#FR00#16282#48.8667#2.33333#-1456928#170;4#Paris,France (General),France#FR#FR00#16282#48.8667#2.33333#-1456928#371	francois fillon;marine le pen;jean-luc melenchon	Francois Fillon,418;Marine Le Pen,106;Jean-Luc Melenchon,284			-2.87769784172662,2.15827338129496,5.03597122302158,7.19424460431655,23.021582733813
20170417121500-1458	20170417121500	1	irishsun.com	http://www.irishsun.com/article/252833649/dozens-still-missing-in-sri-lankan-garbage-collapse-29-dead					1#Ireland#EI#EI#53#-8#EI;4#Meetotamulla,Western,Sri Lanka#CE#CE36#6.9449#79.8774#-2228499;4#Dublin,Dublin,Ireland#EI#EI07#53.3331#-6.24889#-1502554;4#Colombo,Western,Sri Lanka#CE#CE36#6.93194#79.8478#-2214877;1#Sri Lanka#CE#CE#7#81#CE	4#Dublin,Dublin,Ireland#EI#EI07#18288#53.3331#-6.24889#-1502554#1254;1#Ireland#EI#EI##53#-8#EI#1263;1#Ireland#EI#EI##53#-8#EI#1273;1#Ireland#EI#EI##53#-8#EI#1381;4#Colombo,Western,Sri Lanka#CE#CE36#25852#6.93194#79.8478#-2214877#423;1#Irish#EI#EI##53#-8#EI#720;1#Irish#EI#EI##53#-8#EI#979;4#Meetotamulla,Western,Sri Lanka#CE#CE36#25852#6.9449#79.8774#-2228499#71;4#Meetotamulla,Western,Sri Lanka#CE#CE36#25852#6.9449#79.8774#-2228499#384;1#Sri Lankan#CE#CE##7#81#CE#31;1#Sri Lankan#CE#CE##7#81#CE#211	jon favreau;nuwan bopage	Jon Favreau,996;Nuwan Bopage,655	disney	Disney,1066	-4.94296577946768,1.52091254752852,6.4638783269962,7.98479087452472,22.0532319391635,0.760456273764259,251	1#0#0#1967#1056	wc:251,c1.1:1,c1.2:2,c12.1:5
20170417121500-1459	20170417121500	1	chorleycitizen.co.uk	http://www.chorleycitizen.co.uk/news/national/15228647.Man_arrested_over_Good_Friday_killing_of_teenager_Matthew_Rothery/	ARREST#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469;SOC_GENERALCRIME#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469;CRISISLEX_C07_SAFETY#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469;	ARREST#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469#0;SOC_GENERALCRIME#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469#0;CRISISLEX_C07_SAFETY#18##4#Nottingham,Nottingham,United Kingdom#UK#UKJ8#52.9667#-1.16667#-2604469#0;	TAX_FNCACT;TAX_FNCACT_MAN;ARREST;SOC_GENERALCRIME;CRISISLEX_C07_SAFETY;SECURITY_SERVICES;TAX_FNCACT_POLICE;KILL;TAX_FNCACT_QUEENS;GENERAL_HEALTH;MEDICAL;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SUPERINTENDENT;TAX_FNCACT_SUPERINTENDENT;	KILL,210;GENERAL_HEALTH,472;MEDICAL,472;CRISISLEX_C03_WELLBEING_HEALTH,472;TAX_MILITARY_TITLE_SUPERINTENDENT,642;TAX_FNCACT_SUPERINTENDENT,642;TAX_FNCACT_QUEENS,464;SECURITY_SERVICES,188;SECURITY_SERVICES,533;SECURITY_SERVICES,711;SECURITY_SERVICES,855;TAX_FNCACT_POLICE,188;TAX_FNCACT_POLICE,533;TAX_FNCACT_POLICE,711;TAX_FNCACT_POLICE
20170417121500-1460	20170417121500	1	business-standard.com	http://www.business-standard.com/article/news-ians/had-a-ball-shooting-for-love-per-square-foot-vicky-kaushal-117041700640_1.html			TAX_FNCACT;TAX_FNCACT_ACTOR;MEDIA_MSM;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_HINDI;TAX_ETHNICITY;TAX_ETHNICITY_INDIANS;	TAX_WORLDLANGUAGES_HINDI,581;MEDIA_MSM,481;TAX_FNCACT_ACTOR,93;TAX_FNCACT_ACTOR,653;TAX_ETHNICITY_INDIANS,930;	2#New York,United States#US#USNY#42.1497#-74.9384#NY;4#Mumbai,Maharashtra,India#IN#IN16#18.975#72.8258#-2092174	4#Mumbai,Maharashtra,India#IN#IN16#70184#18.975#72.8258#-2092174#321;4#Mumbai,Maharashtra,India#IN#IN16#70184#18.975#72.8258#-2092174#709;2#New York,United States#US#USNY##42.1497#-74.9384#NY#904	ronnie screwvala;vicky kaushal;raman raghav;baaja baarat;angira dhar;anand tiwari;vicky kaushal masaan	Ronnie Screwvala,1135;Ronnie Screwvala,1179;Vicky Kaushal,61;Vicky Kaushal,107;Raman Raghav,83;Baaja Baarat,1291;Angira Dhar,1237;Anand Tiwari,1104;Vicky Kaushal Masaan,68			7.23404255319149,8.51063829787234,1.27659574468085,9.78723404255319,26.8085106382979
